Creditscore,Creditscoreindicator,Likelihoodoffailure,CreditlimitGBPGBP,Previouscreditscore,SMEindicator,ReturnonTotalAssets2020,ReturnonTotalAssets2019,ReturnonShareholdersFunds2020,ReturnonShareholdersFunds2019,ReturnonCapitalEmployed2020,ReturnonCapitalEmployed2019,TurnoverthGBP2020,TurnoverthGBP2019,NetAssetsTurnoverx2020,NetAssetsTurnoverx2019,TradeCreditorsthGBP2020,TradeCreditorsthGBP2019,StockTurnoverx2020,StockTurnoverx2019,StockWIPthGBP2020,StockWIPthGBP2019,NetCurrentAssets2020,NetCurrentAssets2019,FixedAssetsthGBP2020,FixedAssetsthGBP2019,IntangibleAssetsthGBP2020,IntangibleAssetsthGBP2019,TotalAssetsthGBP2020,TotalAssetsthGBP2019,OrdinarySharesthGBP2020,OrdinarySharesthGBP2019,RetainedProfitLossGBP2020,RetainedProfitLossthGBP2019,CurrentAssetsthGBP2020,CurrentAssetsthGBP2019,CurrentLiabilitiesthGBP2020,CurrentLiabilitiesthGBP2019,LiquidityRatiox2020,LiquidityRatiox2019,LongTermDebtthGBP2020,LongTermDebtthGBP2019,ShortTermLoansOverdrafts2020,ShortTermLoansOverdrafts2019,CapitalExpenditure2020,CapitalExpenditure2019,InterestPaidthGBP2020,InterestPaidthGBP2019,InterestCoverx2020,InterestCoverx2019,Numberofemployees2020,Numberofemployees2019,IssuedCapitalthGBP2020,IssuedCapitalthGBP2019,AdministrationExpensesthGBP2020,AdministrationExpensesthGBP2019,EBITDAthGBP2020,EBITDAthGBP2019,BankDepositsthGBP2020,BankDepositsthGBP2019,Gearing2020,Gearing2019,ShareholdersFundsthGBP2020,ShareholdersFundsthGBP2019,TaxationthGBP2020,TaxationthGBP2019,Grossmargin2020,Grossmargin2019,Currentratiox2020,Currentratiox2019,SolvencyratioLiabilitybased2020,SolvencyratioLiabilitybased2019
95,Secure,.9,538859,99,Yes,,53.86796649,,102.776599113,,102.776599113,,9506.507,,2.877172822,,-548.438,,233.111179226,,40.781,,3027.932,,276.182,,,,6304.036,,3.2,,-1247.396,,6027.854,,-2999.922,,1.995742889,,,,-75.383,,,,-.823,,,,86,,3.2,,-3875.301,,3449.351,,3510.346,,2.281489077,,3304.114,,-643.252,,76.332316381,,2.009336909,,
99,Secure,.9,1012000,99,Yes,,22.988887051,,28.255750577,,28.255750577,,9506.507,,.7074553,,-548.48,,8.165285387999999,,1164.259,,13160.702,,276.906,,,,16516.228,,2.432,,2809.911,,16239.322,,-3078.62,,4.896694948,,,,-56.617,,-83.974,,-.823,,,,86,,2.432,,-3522.005,,3801.513,,12588.269,,.421332428,,13437.608,,-719.986,,76.31785260300001,,5.274870559,,
90,Secure,.9,28794,90,Yes,,3.308264982,,72.118745534,,61.855742674,,9487.977999999999,,39.287856264,,-1111.019,,23.992560468,,395.455,,-356.588,,598.087,,,,4515.388,,150,,121.262,,3917.301,,-4273.889,,.824037779,,,,-2120.798,,,,-15.45,,10.668673139,,106,,150,,-1623.013,,186.145,,141.65,,,,207.132,,-28.119,,17.60976891,,.916565919,,4.807792295
88,Secure,.9,11595,88,Yes,,1.999419314,,24.516247962,,21.549445542,,9487.977999999999,,24.021413742,,-1111.019,,23.992560468,,395.455,,-409.026,,804.006,,205.919,,4257.036,,451.666,,66.69,,3453.03,,-3862.056,,.7916961850000001,,,,-1708.965,,-49.813,,-41.7,,3.041151079,,106,,451.666,,-1661.028,,186.145,,141.65,,506.006359777,,347.182,,-18.426,,17.60976891,,.894091127,,8.879666606000001
95,Secure,.9,243311,26,Yes,,5.204215978,,15.226541241,,7.540941389,,9482.969999999999,,.868466913,,-1526.309,,15.64216718,,606.244,,-916.984,,11836.191,,,,15821.999,,1,,616.074,,3985.808,,-4902.792,,.6893141699999999,,-4828.705,,-1994.919,,-3871.741,,-269.978,,4.049918882,,59,,1,,-971.034,,2172.685,,2.991,,138.808410545,,5407.735,,-160.337,,19.971074463,,.812966979,,51.926233097
97,Secure,.9,216555,86,Yes,,22.290955655,,,,124.387778189,,9478.717000000001,,9.748156033000001,,-110.972,,,,,,425.549,,546.811,,340.408,,5425.954,,500,,239.428,,4879.143,,-4453.594,,1.095551817,,,,-2532.767,,-145.419,,-90.3,,14.394208195,,26,,500,,-6916.834,,1405.913,,2055.761,,,,95.488,,-66.87,,86.67222578800001,,1.095551817,,1.791363082
99,Secure,.9,392478,95,Yes,,19.126292122,,31.077387168,,30.61222892,,9476.127,,2.182095451,,-765.259,,5.426492795,,1746.271,,412.595,,3930.078,,,,6950.584,,157.5,,874.6900000000001,,3020.506,,-2607.911,,.488603714,,,,-1398.894,,,,-29.492,,46.076257968,,74,,157.5,,-1867.074,,1762.761,,4.015,,34.221736912,,4277.673,,-204.699,,34.01968969,,1.158209003,,
36,Caution,11.2,16001,85,Yes,,3.758602435,,6.652923538,,5.226737338,,9476,,1.395170789,,-842,,17.679104478,,536,,4145,,2647,,,,9445,,515,,413,,6798,,-2653,,2.360346777,,-1415,,-1252,,,,-242,,2.466942149,,117,,515,,-1912,,1313,,37,,50.749625187,,5336,,58,,26.477416631,,2.562382209,,
99,Secure,.9,280479,95,Yes,12.295033269,13.439615324,15.272863002,20.590971663,15.146102936,20.400934347,9465.51,9555.929,1.329691313,1.508813583,-725.938,-1240.224,75.84117878000001,71.686851562,124.807,133.301,5358.659,4561.875,1759.918,1771.531,,,8769.289000000001,9613.921,21.75,21.75,784.5410000000001,1089.537,7009.371,7842.39,-1650.712,-3280.515,4.170663326,2.349963039,,,-.802,-.802,-55.942,-1050.328,,,,,65,60,22.98,22.98,-1884.545,-1183.526,1204.043,1414.755,2003.616,1168.402,.848275974,.944293775,7059.495,6274.954,-253.146,-162.037,30.547228834,25.266659055,4.246271306,2.390597208,,
93,Secure,.9,3835000,86,No,,16.123231151,,16.277472346,,16.177725477,,9460.847,,.118030589,,-5.33,,,,,,40812.146,,39343.745,,,,80426.807,,9000.4,,12275.34,,41083.062,,-270.916,,,,,,,,8038.924,,-.093,,,,2,,9000.4,,-313.487,,9147.360000000001,,41039.088,,.6165691720000001,,79664.70299999999,,-692.0599999999999,,,,,,
93,Secure,.9,4057000,93,No,,16.123231151,,16.277472346,,16.177725477,,9460.847,,.118030589,,-5.33,,,,,,40812.146,,39343.745,,,,80426.807,,9000.4,,12275.34,,41083.062,,-270.916,,,,,,,,,,-.093,,,,2,,9000.4,,-313.487,,9147.360000000001,,41039.088,,.6165691720000001,,79664.70299999999,,-692.0599999999999,,,,,,
42,Normal,5,2526000,,No,-.9684102959999999,,-1.055739977,,-1.023110882,,9458.982,,.211593015,,-2018.256,,1.084308686,,8723.513999999999,,21499.331,,23204.328,,16392.177,,47228.742,,1000,,-457.368,,24024.414,,-2525.083,,6.059563191,,,,,,,,-11.895,,-37.450441362,,204,,1000,,-5663.248,,613.3339999999999,,8599.097,,3.189204126,,43322.031,,,,57.944935301,,9.514306658000001,,,
93,Secure,.9,551459,81,Yes,-.955619921,-36.271548353,-1.07900481,-43.774741955,-1.07900481,-43.774741955,9458.705,9571.838,.635950511,.636030586,-1227.672,-1473.15,4.151619375,4.68182105,2278.317,2044.469,8257.269,9470.404,6616.066,5578.932,208.43,328.069,16793.706,18162.467,10000,10000,-176.001,-6592.581,10177.64,12583.535,-1920.371,-3113.131,4.113435893,3.385358984,,,-171.206,-1013.278,,970.093,,-.044,,,101,111,10000,10000,-2771.253,-12103.404,536.937,-8752.18,5389.625,7642.509,1.151093551,6.733041245,14873.335,15049.336,-15.517,-4.773,27.306941066,23.990784215,5.299830085,4.042083356,,
64,Stable,2.2,15926,90,Yes,-51.967772441,3.518790002,-179.435078723,8.146209935,-159.01644856,8.146209935,9458.142,15932.381,10.257999232,7.097116631,-911.112,-2694.95,28.154511114,12.244074077,335.937,1301.232,638.8440000000001,2001.631,283.182,243.278,,,2821.312,5197.099,50,50,-1427.804,182.875,2538.13,4953.821,-1899.286,-2952.19,1.15948467,1.237247264,-104.921,,-335.589,,,,-14.032,-14.876,,13.293291207,110,116,50,50,-2600.743,-3225.274,-1369.736,298.039,1.181,550.249,53.911064062,,817.105,2244.909,38.369,,24.182043365,21.483794544,1.336360085,1.678015643,40.769491375,76.04215853300001
99,Secure,.9,255360,97,Yes,,5.399413464,,10.335738694,,6.662440361,,9437.027,,1.274241611,,-644.888,,246.230417993,,38.326,,1358.15,,6047.845,,,,9138.4,,5.151,,280.223,,3090.555,,-1732.405,,1.76184495,,-2368.619,,-607.474,,-198.3,,-66.34999999999999,,8.436623964000001,,79,,5.151,,-1264.167,,1342.153,,1397.539,,67.859271236,,4773.921,,-117.197,,19.134458342,,1.783967952,,
36,Caution,11.2,26928,27,Yes,,33.779486803,,39.894296399,,38.848355011,,4715.741,,1.778941547,,-435.146,,93.34773744,,101.036,,3302.871,,1998.867,,,,6097.304,,.1,,848.819,,4098.437,,-795.566,,5.024600096,,,,,,,,-1.938,,532.382352941,,30,,.1,,-725.7859999999999,,1158.485,,504.182,,2.692369824,,5162.738,,-181,,36.841336282,,5.151598987,,
89,Secure,.9,337625,95,Yes,25.679396264,21.138514274,42.53448873,29.079370208,41.487477243,28.843267966,9391.245999999999,9353.378000000001,2.652778198,1.44390673,-1344.015,-1443.62,134.997642527,41.780212712,69.566,223.871,3141.011,6090.304,399.144,387.523,,,5719.453,8838.923000000001,4.714,4.714,-2972.22,1080.065,5320.309,8451.4,-2179.298,-2361.096,2.409373569,3.484622819,-24.441,,-209.686,-209.481,,,-2.397,-.302,613.732999583,,66,56,4.714,4.714,-1223.563,-942.125,1581.122,1972.379,1177.053,1134.942,8.596234244,4.078856608,3453.012,6425.232,-289.729,-359.891,28.457022636,29.950281064,2.441294857,3.579439379,,
89,Secure,.9,235291,95,Yes,21.343887998,19.275030855,33.142439132,25.607589182,32.496477422,25.421256194,9391.245999999999,9353.378000000001,2.046166192,1.239114863,-1344.769,-1448.409,134.997642527,41.780212712,69.566,223.871,4186.961,7156.716,402.718,391.719,3.57,4.08,6987.874,9955.403,.3,.3,-2993.284,897.984,6585.156,9563.683999999999,-2398.195,-2406.968,2.716872481,3.880322879,-24.441,,-439.38,-5.102,-131.712,-101.559,-2.397,-.302,623.229453484,,68,56,.3,.3,-1253.585,-994.2380000000001,1603.978,2022.986,1222.559,1320.414,11.751303935,.80106663,4500.224,7493.509,-289.71,-372.884,29.172987269,31.047243039,2.745880131,3.973332425,,
88,Secure,.9,102407,95,Yes,,.88924149,,1.965262854,,1.735073624,,9382.939,,2.334766019,,-1738.821,,2.701388793,,3473.376,,1782.441,,2236.351,,,,7841.402,,7.911,,84.133,,5605.051,,-3822.61,,.557649093,,-448.917,,-1314.738,,.358,,-78.848,,1.884347098,,61,,7.911,,-2034.957,,244.249,,176.018,,50.321794212,,3548.075,,14.404,,22.836501442,,1.466289001,,82.641620356
99,Secure,1,220892,98,Yes,33.845380676,19.725935102,54.971986926,29.738188104,54.971986926,29.738188104,9366.305,7308.424,1.21994187,1.01551446,-59.536,-31.525,,,,,7161.168,7013.916,516.497,182.854,,,12470.136,10849.62,.101,.101,3475.256,1891.018,11953.639,10666.766,-4792.471,-3652.85,2.494253799,2.920121549,,,-.135,-131.828,,,,,,,67,29,.101,.101,-4951.444,-4882.05,4329.88,2195.828,731.263,285.959,.001758347,1.831766195,7677.665,7196.77,-745.309,-249.171,97.92539320500001,96.08417628799999,2.494253799,2.920121549,,
92,Secure,.9,144643,95,Yes,,.170924383,,.275476537,,.233101291,,9362.183999999999,,2.02274277,,-817.578,,7.317373301,,1279.446,,2113.868,,2514.592,,.989,,6312.148,,81.657,,178.414,,3797.556,,-1683.688,,1.49559182,,-460.879,,-484.543,,,,-25.532,,1.422567758,,111,,81.657,,-1274.813,,394.779,,545.7140000000001,,30.550779449,,3916.486,,167.625,,13.869787221,,2.255498643,,
92,Secure,.9,113863,85,Yes,1.375076319,.324893229,2.922490642,.731836956,2.922490642,.731836956,9348.705,9571.838,2.523646605,2.649805109,-1211.563,-1412.681,4.103338122,4.68182105,2278.317,2044.469,1037.867,1524.048,2666.576,2088.232,11.569,,7873.163,8136.827,15,15,92.163,21.663,5206.587,6048.595,-4168.72,-4524.547,.7024386379999999,.884978319,,,-2463.5,-2567.529,,-45.425,,-.044,,601.818181818,95,100,15,15,-2374.99,-2269.879,666.741,642.395,456.994,1160.653,66.50122569,71.077795741,3704.443,3612.28,-16.099,-4.773,26.451610143,23.990784215,1.24896539,1.336839909,88.862840392,79.837384825
86,Secure,.9,29188,86,Yes,.09857341,.087258304,144.202898551,126.618705036,.09980991,.08827232,9336,9315,.046825393,.046719129,,,,,,,199379,199383,,,,,201880,201700,12,12,199,167,201880,201700,-2501,-2317,80.71971211499999,87.05222270199999,-199241,,-964,-676,,,,,,,,,12,12,-82,,199,176,159,25,,,138,139,,-9,2.292202228,2.887815352,80.71971211499999,87.05222270199999,.068404199,.068961754
95,Secure,.9,411055,95,Yes,,11.907536908,,31.734253667,,24.523269769,,9307,,1.241098813,,-382,,11.490123457,,810,,-6965,,14464,,,,15444,,750,,1217,,980,,-7945,,.021397105,,-320,,-5396,,,,-154,,12.941558442,,227,,750,,-7333,,2807,,10,,122.519413287,,5795,,-372,,,,.123348018,,60.058037102
99,Secure,.9,254341,92,Yes,,11.120011876,,19.286029199,,18.833101881,,9296.832,,1.305027147,,-497.763,,2.828135852,,3287.265,,4228.612,,2895.249,,28,,12065.131,,2,,1176.57,,9169.882,,-4941.27,,1.190507096,,,,-3700.888,,,,,,,,61,,2,,-4345.167,,1582.92,,2924.594,,55.604933416,,6956.559,,-165.074,,60.469308255,,1.855774325,,
95,Secure,.9,421259,99,No,11.967557843,8.762749506,16.670883172,14.038322418,16.622501399,10.005148224,9289.690000000001,8446.134,1.199887835,.92358934,-300.861,-500.902,,724.927817355,8.557,11.651,-1172.561,298.643,8914.692999999999,8846.259,,,10753.539,10441.483,3160,3160,1202.068,753.888,1838.846,1595.224,-3011.407,-1296.581,.607785331,1.221345215,,-2627.307,-1553.245,,,,-1.97,-1.538,654.267005076,595.9031209360001,342,352,3160,3160,-825.091,-1019.686,1424.65,1035.816,514.64,617.731,20.411694137,40.310988946,7719.663,6517.595,-84.868,-161.073,22.756378308,22.923919985,.61062686,1.230331156,,
95,Secure,.9,247936,92,Yes,,9.657113995,,15.217603765,,13.352697224,,9289.172,,1.942908942,,-422.086,,196.089926539,,47.372,,694.442,,4086.622,,495.503,,6610.681,,1.2,,489.234,,2524.059,,-1829.617,,1.353664182,,-396.916,,-637.881,,-644.668,,-33.914,,19.824113935,,155,,1.2,,-1952.504,,1190.525,,356.547,,29.171724097,,4195.148,,-133.167,,28.216476129,,1.37955594,,
99,Secure,.9,194284,95,Yes,,6.72079693,,13.977860165,,9.006531432999999,,9286.290999999999,,1.912552778,,-639.255,,251.968281102,,36.855,,1329.257,,3526.186,,,,6506.773,,155.151,,224.11,,2980.587,,-1651.33,,1.782643082,,-1463.419,,-563.828,,,,-39.416,,12.094656992,,78,,155.151,,-1277.767,,1229.113,,472.015,,73.218842225,,3128.569,,-117.197,,18.752750695,,1.804961455,,92.61042258000001
36,Caution,11.2,22332,95,Yes,,2.23361201,,4.363479306,,3.921627175,,9267.257,,2.795099859,,-1037.548,,8.593078437999999,,1078.456,,1073.044,,2242.493,,118.247,,5821.199,,.9,,-171.743,,3578.706,,-2505.662,,.997840092,,-280.878,,-183.831,,-177.654,,-37.837,,4.436398235,,86,,.9,,-3267.16,,323.116,,290.105,,17.436298598,,2979.801,,-7.466,,37.066135103,,1.428247705,,
81,Secure,2.2,500,64,Yes,,-9.34731062,,,,8.963618955999999,,9259,,,,-366,,7.735171261,,1197,,-9131,,775,,94,,8013,,,,-749,,7238,,-16369,,.369051255,,-383,,-14032,,,,-38,,-18.710526316,,54,,,,-3190,,-612,,2234,,,,-8739,,,,34.463764985,,.442177286,,
32,Caution,10.6,500,22,Yes,12.503990083,,,,-19.818050674,,9230.376,,,,-6744.527,,11.78433628,,783.275,,-3176.281,-3732.821,223.261,197.546,160.671,,4680.354,2859.815,.1,,585.231,,4457.093,2662.269,-7633.374,-6395.09,.481283637,.416298911,,,,,,,-.04,,,,14,12,.1,,-843.397,,613.229,,202.155,,,,-2950.889,-3536.12,,,15.476780144,,.583895536,.416298911,,
99,Secure,.9,328033,99,Yes,24.275777508,23.064599746,94.43281955099999,99.05733489399999,93.48552614800001,99.05733489399999,9226.245999999999,8268.947,5.44969474,6.512530539,-111.544,-85.618,,,5.315,3.886,823.679,390.991,869.305,878.707,,,6519.647,5453.071,50,50,406.303,154.785,5650.342,4574.364,-4826.663,-4183.373,1.169550681,1.092534182,,,-157.651,-.2,,,,,,,99,91,50,50,-2366.668,-2145.51,1884.324,1526.548,1750.485,969.005,10.41968352,.015751777,1676.001,1269.698,-176.392,-102.944,42.59425773,41.419288333,1.170651856,1.093463098,34.602053907,30.351058823
99,Secure,.9,591321,99,Yes,17.329564572,13.186891793,25.345374836,19.345689046,24.886841616,19.231376653,9226.245999999999,8268.947,.8195035939999999,.8883756229999999,-111.544,-85.618,,,5.315,3.886,9342.689,7366.592,1915.646,1941.348,,,16168,13574.427,50,50,1801.716,878.2190000000001,14252.354,11633.079,-4909.665,-4266.487,2.901835258,2.725706887,,,-157.451,,-348.502,-149.167,,,,,99,91,50,50,-2352.849,-2155.468,2298.443,1977.028,4850.034,2523.103,3.266768319,.59440567,11054.656,9252.940000000001,-371.128,-232.826,46.756297198,45.918047364,2.902917816,2.726617707,,
64,Stable,2.2,85856,64,Yes,2.238776475,3.17324297,54.299156199,121.459871112,54.299156199,121.459871112,9223.457,4387.983,7.831315389,6.674053073,-688.896,-115.754,.425367773,.177435862,21683.488,24729.967,1177.636,657.246,.13,.223,,,28565.469,25165.454,.2,.2,520.297,653.205,28565.339,25165.231,-27387.703,-24507.985,.251275216,.017760089,,,-25903.724,-23788.059,,,-886.331,-760.912,1.721532926,2.049478783,4,8,.2,.2,-40.174,-212.837,1434.09,1558.556,.2,.2,,,1177.766,657.4690000000001,-119.22,-145.356,15.982846779,40.367066144,1.042998714,1.026817627,4.300346035,2.682672606
86,Secure,.9,3187000,89,No,,-5.754355981,,-7.117136147,,-6.738009395,,9194.784,,.049776277,,,,,,,,-28411.068,,213133.28,,,,216298.749,,482.685,,-11163.947,,3165.469,,-31576.537,,.100247503,,,,-31566.539,,,,-2065.063,,-5.02722532,,6,,482.685,,-19816.677,,-6491.95,,204.093,,23.676866603,,174882.14,,1282.653,,,,.100247503,,
66,Stable,1.8,138990,44,Yes,,22.505246554,,29.776303126,,29.728549875,,9192.767,,2.346823806,,-387.518,,3.049811758,,3014.208,,3877.59,,39.52,,6.458,,5174.349,,.1,,388.098,,5134.829,,-1257.239,,1.686728617,,,,,,,,,,,,52,,.1,,-1913.087,,1172.068,,180.222,,.160630946,,3910.828,,-221.442,,33.459490489,,4.084210719,,
42,Normal,4.6,18033,41,No,,12.42137364,,15.910023513,,15.830343601,,9179.707,,3.562726559,,-9.68,,,,,,556.359,,2020.237,,,,3283.727,,.003,,257.191,,1263.49,,-707.131,,1.786783496,,,,,,,,,,,,455,,.003,,-486.02,,428.608,,765.624,,.503336594,,2563.692,,-75.693,,9.737827144000001,,1.786783496,,
92,Secure,.9,433298,99,Yes,,18.91256082,,66.891210692,,66.891210692,,9172.446,,2.054071957,,-141.679,,334.34592112,,27.434,,1049.077,,3416.417,,,,15793.858,,.001,,2382.434,,12377.441,,-11328.364,,1.090184514,,,,-6568.739,,,,,,,,222,,.001,,-838.676,,3235.521,,1283.962,,147.099940119,,4465.494,,-604.5890000000001,,41.708602046,,1.092606223,,39.418701588
95,Secure,.9,176206,92,Yes,,10.724750928,,12.785281789,,12.785281789,,9152,,2.131346064,,-439,,6.359972203,,1439,,4106,,188,,,,5119,,,,449,,4931,,-825,,4.232727273,,,,,,,,,,,,41,,,,-2044,,674,,220,,,,4294,,-100,,28.332604895,,5.976969697,,
99,Secure,.9,204058,99,Yes,17.036942575,22.683061979,26.384289794,33.552954757,26.312783095,33.530516716,9117.691999999999,7533.701,1.990877203,1.753585403,-737.357,-909.326,10.767117496,8.631280524999999,846.809,872.837,3412.264,3290.059,1167.472,1006.111,,,7073.194,6350.677,.1,.1,274.027,915.924,5905.722,5344.566,-2493.458,-2054.507,2.028874358,2.176546003,,,-1479.888,-1000.524,,-23.735,,-.062,,,16,15,.1,.1,-1503.452,-1075.578,1336.241,1182.016,1524.211,2347.702,32.673399128,23.371245921,4567.324,4293.297,-256.029,-224.604,24.92514553,24.242613292,2.368486656,2.601386123,,
99,Secure,.9,375184,89,Yes,3.832001086,-1.941744609,7.036784144,-3.623013702,5.015893052,-2.617344388,9101.050999999999,8330.887000000001,.7672986899999999,.761673228,-858.092,-976.365,,,,,-2127.702,-2313.62,13988.86,13251.233,,,15525.648,14743.185,.178,.178,407.709,-379.446,1536.788,1491.952,-3664.49,-3805.572,.419372955,.392044087,-2538.597,-2209.996,-2219.808,-2430.899,369.944,-1877.297,-112.573,-101.621,6.284952875,-1.817085051,72,77,.178,.178,-707.878,-829.0940000000001,1954.864,1080.852,1.526,1.576,66.544893011,69.18802602700001,8454.757,7901.571,-187.234,-93.17100000000001,14.617399683,5.380051368,.419372955,.392044087,,
86,Secure,.9,106314,99,Yes,-16.773941876,4.107374521,-28.215223097,6.267624389,-26.833073323,6.105055319,9080,12108.095,2.833073323,2.576743603,-455,-533.169,8.631178707,8.784255644,1052,1378.386,1534,2841.285,1671,1857.706,,,5127,6984.413,753,752.554,-1546,-804.625,3456,5126.707,-1922,-2285.422,1.250780437,1.640100165,-94,,-795,-866.787,,,-6,-8.539,,34.595971425,91,122,753,752.554,-2278,-1205.689,-389,701.42,1141,1994.827,31.233595801,21.600293985,3048,4577.109,114,-91.501,15.682819383,12.397524136,1.798126951,2.243221164,,
89,Secure,.9,369468,89,Yes,-9.841251245,-14.306155436,-36.629237981,-47.111692845,-13.048036969,-40.882932001,9068,7827,.352141664,.592685143,-44,,348.769230769,15.876267748,26,493,2221,-10682,23530,23888,,,34142,37739,,50,-2287,-4641,10612,13851,-8391,-24533,1.261589799,.544491094,,,-6790,-21720,,,-1213,-1151,-1.769991756,-3.690703736,,,50,50,-1121,-3811,1245,-567,742,932,254.747628911,204.764397906,9173,11460,1073,758,9.230260255999999,-5.647118947,1.264688357,.564586475,36.737554568,43.608965334
86,Secure,.9,9918,89,Yes,,-24.791260666,,-303.21717351,,-100.459994524,,9062.111000000001,,5.921195228,,-1846.011,,13.002470755,,696.953,,-3111.722,,4642.175,,,,6201.754,,483.656,,-1431.762,,1559.579,,-4671.301,,.184665043,,-850.831,,-2021.892,,,,-110.026,,-12.973906168,,55,,483.656,,-1397.289,,-151.962,,81.176,,600.57685481,,507.06,,105.731,,9.314452229,,.333863949,,8.904078076999999
99,Secure,.9,680136,85,Yes,,17.536948758,,21.175371911,,19.262838125,,9056.321,,.706289403,,-276.251,,10.184739177,,889.205,,3114.056,,9708.338,,,,14084.303,,10,,1939.869,,4375.965,,-1261.909,,2.76308355,,-49.39,,-156.018,,-1006.505,,-9.002000000000001,,275.378693624,,62,,10,,-940.702,,3006.683,,2124.458,,11.266188404,,11664.291,,-424.088,,36.229347436,,3.467734203,,
95,Secure,.9,530390,99,Yes,,21.440435635,,32.037748354,,27.700079027,,9042.282999999999,,1.230128275,,-276.251,,10.168952041,,889.205,,2130.608,,5220.075,,,,9496.752,,10,,-2830.075,,4276.677,,-2146.069,,1.578454374,,-49.39,,-1148.671,,,,-9.002000000000001,,227.188069318,,62,,10,,-1030.513,,2478.137,,2101.245,,33.733189247,,6355.456,,-260.22,,32.481431957,,1.992795665,,
97,Secure,.9,384026,97,Yes,,2.462750812,,4.259752637,,4.071461104,,9039.766,,1.363311787,,-395.965,,11.572974357,,781.11,,4566.664,,2064.076,,,,10962.051,,22.21,,-139.588,,8897.975,,-4331.311,,1.873997272,,-204.233,,-197.473,,12.194,,-125.142,,3.157293315,,85,,22.21,,-1541.38,,637.389,,6844.831,,7.740540848,,6337.645,,-54.196,,20.016613262,,2.05433759,,
29,Caution,11.2,500,92,Yes,,-49.300861037,,,,406.581874373,,9033.721,,,,-447.063,,,,,,-1555.841,,222.072,,207.528,,10999.53,,.001,,-4385.526,,10777.458,,-12333.299,,.873850379,,-117.39,,-7998.567,,,,-10.2,,,,177,,.001,,-4585.66,,-5346.989,,10.15,,,,-1451.159,,1037.337,,-9.154621887999999,,.873850379,,
86,Secure,.9,349320,81,Yes,,.390972978,,1.391334977,,1.15920763,,9031,,1.325165077,,,,,,,,-12572,,19387,,95,,20206,,,,29,,819,,-13391,,.061160481,,,,-11430,,,,-345,,1.228985507,,,,,,-14,,2038,,,,221.327932371,,5678,,-50,,4.849961245,,.061160481,,39.08314978
30,Caution,11.2,500,97,Yes,10.044630384,5.347527347,89.84329324300001,36.695140977,16.371075557,10.927607762,9019.662,8944.848,2.14485954,4.964941202,-1907.513,-1477.311,20.062105888,48.478933391,449.587,184.51,101.115,1325.183,4104.131,476.419,1430.675,,6853.851,3681.552,.002,.002,229.765,40.82,2749.72,3205.133,-2648.605,-1879.95,.868431873,1.606757095,-3393.541,-1250,-263.931,-250.026,-4040.382,256.662,-154.609,-70.923,5.452806758,3.775855505,68,66,.002,.002,-2654.592,-2763.642,1252.568,755.461,390.182,1441.229,483.236370375,282.404703014,766.272,536.5069999999999,-181.218,-55.052,38.169035602,33.372864469,1.038176701,1.704903322,12.587467037,17.05880202
95,Secure,.9,71658,88,Yes,5.095474206,6.9780328,25.894770907,30.927179121,13.309481157,19.744491043,9015.694,9223.447,4.998696502,5.049220811,-594.543,-880.359,16.909636532,13.342717483,533.169,691.272,-260.54,-206.549,2064.149,2033.256,107.474,144.187,4711.063,5168.706,.035,.035,-235.279,-95.741,2646.914,3135.45,-2907.454,-3341.999,.727008923,.7313521039999999,-641.453,-441.502,-1311.188,-1259.888,,800.902,-39.905,-47.655,7.01556196,8.568439828000001,132,135,.035,.035,-3556.326,-3423.839,481.38,601.741,244.366,103.449,235.999244896,164.670246372,927.025,1166.204,-32.194,-81.45099999999999,41.566628149,41.595338489,.910388952,.938195972,24.498300493,29.136874885
92,Secure,.9,829702,95,Yes,,10.526307596,,10.873064539,,10.848625686,,8999.503000000001,,.401105302,,-301.509,,3.057492527,,2943.426,,4646.63,,17790.129,,,,23123.778,,200,,482.956,,5333.649,,-687.019,,3.47912212,,,,-64.821,,,,,,,,74,,200,,-1496.497,,898.432,,1048.502,,.514827599,,22386.329,,-164.32,,25.618936957,,7.763466513,,
81,Secure,2.2,74697,64,Yes,,-5.82931272,,-12.16315294,,-7.901823837,,8974.264999999999,,1.119572669,,-413.824,,,,,,516.029,,7499.766,,7342.431,,10865.672,,1,,-727.776,,3365.906,,-2849.877,,1.181070622,,,,-208.186,,-54.88,,-141.654,,-3.471416268,,83,,1,,-5411.71,,1514.498,,1096.712,,57.926249193,,5207.482,,-94.38200000000001,,63.249993175,,1.181070622,,92.034413832
